tweetid,userid,user_display_name,tweet_time,Health,Health_keywords,Traffic,Traffic_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Crime,Crime_keywords,Lifestyle,Lifestyle_keywords,Travel,Travel_keywords,Leisure,Leisure_keywords,City Hall types stories,City Hall types stories_keywords,Obituaries,Obituaries_keywords,Sports,Sports_keywords,Politics,Politics_keywords,Events,Events_keywords,Business,Business_keywords,Education,Education_keywords,Terrorism,Terrorism_keywords,Entertainment,Entertainment_keywords,Economy,Economy_keywords,Courthouse types stories,Courthouse types stories_keywords,Race,Race_keywords,Technology,Technology_keywords,Religion,Religion_keywords,Stock Exchange,Stock Exchange_keywords,Russian Sphere,Russian Sphere_keywords,State House types stories,State House types stories_keywords,Immigration,Immigration_keywords,2nd Amendment,2nd Amendment_keywords,Science,Science_keywords
7.81e+17,2928870434,Newspeak Daily,2016-09-29 8:03:00,1.0,"('health',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('drive',)",,,,,,,1.0,"('job',)",,,,,,,,,,,,,,,,,,,,
7.81e+17,2571870453,Detroit Daily News,2016-09-27 2:25:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,2.0,"('concert', 'series')",,,,,,,2.0,"('concert', 'series')",,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2624554209,Los Angeles Daily,2016-09-30 11:18:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2753211010,Phoenix Daily News,2016-09-26 21:50:00,,,0.0,(),0.0,(),0.0,(),1.0,"('arrest',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,3074563039,St. Louis Online,2016-09-26 17:42:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2587843805,KansasCityDailyNews,2016-09-26 15:34:00,,,0.0,(),0.0,(),0.0,(),1.0,"('arrest',)",,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2495567768,San Francisco Daily,2016-09-26 3:48:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2928870434,Newspeak Daily,2016-09-28 21:32:00,2.0,"('health', 'heart')",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('open',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2495567768,San Francisco Daily,2016-09-28 11:21:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-29 13:25:00,,,0.0,(),0.0,(),0.0,(),,,1.0,"('discount',)",,,,,,,,,,,,,,,,,,,,,,,1.0,"('discount',)",,,,,,,,,,,,,,,,,,,,
7.8e+17,2630842499,San Diego Daily,2016-09-26 9:03:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-09-30 20:57:00,,,0.0,(),0.0,(),,,1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,1.0,"('black',)",,,,,,,,,,,,,,,,
7.81e+17,2628066159,Houston Top News,2016-09-29 3:19:00,,,0.0,(),0.0,(),0.0,(),0.0,(),1.0,"('inspiration',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3071479646,Baltimore Online,2016-09-28 17:25:00,,,0.0,(),0.0,(),0.0,(),1.0,"('robbery',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2484642526,Warfare Worldwide,2016-10-02 16:14:00,,,1.0,"('total',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2570017414,Memphis Online,2016-09-27 20:27:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2753146444,Cleveland Online,2016-09-28 18:49:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('court',)",3.0,"('democrat', 'politics', 'voter')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2675966513,Dallas Top News,2016-09-28 9:56:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2587843805,KansasCityDailyNews,2016-09-30 11:14:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2928870434,Newspeak Daily,2016-09-28 14:29:00,2.0,"('health', 'medicaid')",0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('senator',)",,,,,,,,,,,,,1.0,"('justice',)",,,,,,,,,,,,,,,,,,
7.82e+17,2537507303,El Paso Top News,2016-09-30 15:53:00,,,0.0,(),0.0,(),1.0,"('control',)",1.0,"('riot',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2547141851,Chicago Daily News,2016-10-01 17:27:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('steel', 'worker')",,,,,,,2.0,"('union', 'worker')",,,,,,,,,,,,,,,,,,,,
7.81e+17,2611151319,Seattle Post,2016-09-29 9:39:00,,,0.0,(),0.0,(),0.0,(),2.0,"('accuse', 'prison')",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2547141851,Chicago Daily News,2016-10-01 16:28:00,1.0,"('death',)",0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('roll',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2944766250,Atlanta Online,2016-09-29 21:01:00,,,1.0,"('passenger',)",1.0,"('air',)",0.0,(),0.0,(),,,1.0,"('passenger',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 23:25:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2537507303,El Paso Top News,2016-09-28 21:47:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('major',)",,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 16:30:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('rookie',)",,,,,,,,,,,1.0,"('game',)",,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2753146444,Cleveland Online,2016-10-02 10:11:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,3.0,"('congress', 'politics', 'veto')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2577082467,Cincinnati Today,2016-09-30 3:26:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-27 23:34:00,,,,,,,,,,,1.0,"('park',)",1.0,"('park',)",,,,,,,,,,,,,1.0,"('business',)",,,,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,
7.82e+17,3071479646,Baltimore Online,2016-09-30 1:05:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('rent',)",1.0,"('judge',)",,,,,,,,,,,,,,,,,,
7.8e+17,3899481526,Syria Today,2016-09-26 7:21:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('factory',)",,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 13:44:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-29 8:35:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2547141851,Chicago Daily News,2016-09-30 20:46:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('july',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2570017414,Memphis Online,2016-09-27 20:20:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('professor', 'school')",,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,3899481526,Syria Today,2016-09-26 15:45:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2570017414,Memphis Online,2016-10-01 3:39:00,1.0,"('drug',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('gun',)",,
7.81e+17,2752677905,New York City Today,2016-09-28 19:43:00,1.0,"('drug',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2495567768,San Francisco Daily,2016-09-27 22:31:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2601235821,Pittsburgh Today,2016-09-27 7:27:00,1.0,"('doctor',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('tackle',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3071479646,Baltimore Online,2016-09-26 22:07:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 17:44:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,3074563039,St. Louis Online,2016-10-02 16:08:00,1.0,"('hospital',)",0.0,(),0.0,(),,,1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2530830345,New Orleans Online,2016-10-02 17:04:00,,,0.0,(),0.0,(),0.0,(),1.0,"('accuse',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2570017414,Memphis Online,2016-09-30 21:39:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2944766250,Atlanta Online,2016-09-29 15:58:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-09-30 15:29:00,,,0.0,(),0.0,(),0.0,(),1.0,"('arrest',)",,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"('deposition', 'judge')",,,,,,,,,,,,,,,,,,
7.82e+17,2577082467,Cincinnati Today,2016-10-01 9:43:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2495567768,San Francisco Daily,2016-09-27 15:02:00,,,0.0,(),0.0,(),0.0,(),0.0,(),1.0,"('beach',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-29 13:19:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3071479646,Baltimore Online,2016-10-01 5:32:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('playoff',)",,,1.0,"('playoff',)",,,,,,,1.0,"('wait',)",,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 20:54:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,2.0,"('bat', 'league')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2571870453,Detroit Daily News,2016-10-02 12:19:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2611151319,Seattle Post,2016-09-28 9:10:00,,,0.0,(),0.0,(),0.0,(),1.0,"('murder',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2928870434,Newspeak Daily,2016-09-30 10:37:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,3.0,"('clinton', 'politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2611151319,Seattle Post,2016-10-02 9:32:00,,,1.0,"('pedestrian',)",0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,1.0,"('run',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-10-01 18:40:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('question',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,3074563039,St. Louis Online,2016-09-26 0:05:00,,,0.0,(),0.0,(),0.0,(),1.0,"('arrest',)",,,,,,,,,,,,,,,,,1.0,"('starbucks',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,3074563039,St. Louis Online,2016-09-26 14:40:00,1.0,"('cancer',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('jury',)",,,,,,,,,,,,,,,,,1.0,"('research',)"
7.82e+17,2530830345,New Orleans Online,2016-10-01 17:46:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3074563039,St. Louis Online,2016-10-02 0:49:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2530830345,New Orleans Online,2016-10-02 15:46:00,,,1.0,"('rush',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-29 14:03:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('business',)",,,,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-09-30 15:02:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,3074563039,St. Louis Online,2016-09-26 16:23:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2628066159,Houston Top News,2016-09-27 15:40:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3899481526,Syria Today,2016-10-01 20:03:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('syria',)",,,,,,,,
7.83e+17,2753211010,Phoenix Daily News,2016-10-02 20:25:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3074563039,St. Louis Online,2016-10-01 15:12:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,2.0,"('run', 'sport')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3074563039,St. Louis Online,2016-10-01 13:05:00,,,0.0,(),0.0,(),,,1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,1.0,"('black',)",,,,,,,,,,,,,,,,
7.81e+17,2753338899,San Antonio Top News,2016-09-26 23:49:00,,,0.0,(),0.0,(),,,1.0,"('cop',)",,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,1.0,"('lawyer',)",,,,,,,,,,,,,,,,,,
7.81e+17,2611151319,Seattle Post,2016-09-26 21:05:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2753338899,San Antonio Top News,2016-09-26 17:41:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('fair',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-10-01 16:46:00,,,0.0,(),0.0,(),0.0,(),1.0,"('law',)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('law',)",,,,,,,,,,,,,,,,,,
7.82e+17,2571870453,Detroit Daily News,2016-10-01 6:02:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2577082467,Cincinnati Today,2016-09-29 15:26:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('vote',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2495567768,San Francisco Daily,2016-09-28 4:12:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('report',)",,,,,,,,,1.0,"('tesla',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2547141851,Chicago Daily News,2016-09-27 11:55:00,,,0.0,(),0.0,(),,,,,1.0,"('park',)",1.0,"('park',)",1.0,"('park',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,3074563039,St. Louis Online,2016-09-26 16:31:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('business',)",,,,,1.0,"('business',)",2.0,"('business', 'loan')",,,,,,,,,,,,,,,,,,,,
7.8e+17,2547141851,Chicago Daily News,2016-09-26 14:49:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2570017414,Memphis Online,2016-09-30 18:10:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('memphis',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2620614029,Philadelphia Online,2016-09-30 19:58:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('capital',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2944766250,Atlanta Online,2016-09-26 8:56:00,,,0.0,(),0.0,(),,,,,,,1.0,"('star',)",,,,,,,2.0,"('mlb', 'star')",,,,,,,,,,,,,1.0,"('pay',)",,,,,,,,,,,,,,,,,,,,
7.81e+17,2624554209,Los Angeles Daily,2016-09-28 8:04:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2928870434,Newspeak Daily,2016-09-27 10:36:00,2.0,"('health', 'vaccine')",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2547141851,Chicago Daily News,2016-09-28 18:05:00,,,0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('bear',)",1.0,"('playoff',)",,,1.0,"('playoff',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,3899481526,Syria Today,2016-10-02 19:12:00,,,0.0,(),1.0,"('winter',)",0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('expo',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3899481526,Syria Today,2016-09-27 8:55:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('clinton',)",,,,,,,1.0,"('isi',)",,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2630842499,San Diego Daily,2016-09-27 9:02:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('mayor',)",,,,,,,,,,,,,,,,,,,,,1.0,"('black',)",,,,,,,,,,,,,,,,
7.82e+17,3071479646,Baltimore Online,2016-09-30 18:12:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2928870434,Newspeak Daily,2016-09-27 15:47:00,2.0,"('health', 'immunization')",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2587843805,KansasCityDailyNews,2016-10-02 19:11:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2587843805,KansasCityDailyNews,2016-09-26 20:19:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2570017414,Memphis Online,2016-09-30 20:13:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,2.0,"('rate', 'unemployment')",,,,,,,,,,,,,,,,,,,,
7.8e+17,2944766250,Atlanta Online,2016-09-26 10:40:00,1.0,"('death',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2530830345,New Orleans Online,2016-09-26 1:36:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,1.0,"('game',)",,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2587843805,KansasCityDailyNews,2016-09-29 0:10:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2530830345,New Orleans Online,2016-09-26 17:00:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-27 11:20:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2944766250,Atlanta Online,2016-09-27 12:11:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,2.0,"('clinton', 'trump')",1.0,"('thing',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2571870453,Detroit Daily News,2016-10-02 17:59:00,,,0.0,(),0.0,(),,,,,1.0,"('bicycle',)",,,,,,,,,1.0,"('final',)",,,1.0,"('final',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2577082467,Cincinnati Today,2016-09-30 21:08:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2591847731,Boston Today,2016-09-29 21:41:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,2.0,"('politics', 'trump')",,,,,,,,,,,,,1.0,"('lawsuit',)",,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-09-30 15:26:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2944766250,Atlanta Online,2016-10-02 15:51:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,2.0,"('clinton', 'trump')",1.0,"('live',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 16:48:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('football',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074013672,Oakland Online,2016-09-28 23:43:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,2.0,"('politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-10-01 4:11:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2743327187,Washington Online,2016-09-28 18:10:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,2.0,"('politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-09-30 15:18:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,2.0,"('clinton', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-10-02 1:13:00,1.0,"('body',)",0.0,(),0.0,(),,,1.0,"('murder',)",,,,,,,,,,,,,,,,,,,1.0,"('degree',)",,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,3071479646,Baltimore Online,2016-10-02 9:29:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2591847731,Boston Today,2016-09-28 9:15:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2587843805,KansasCityDailyNews,2016-09-29 15:35:00,1.0,"('caregiver',)",0.0,(),0.0,(),0.0,(),,,1.0,"('club',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
